,GSM590840,GSM590842,GSM590848,GSM590850,GSM590851,GSM590852,GSM590853,GSM590855,GSM590858,GSM590860,GSM590862,GSM590864,GSM590867,GSM590869,GSM590870,GSM590871,GSM590873,GSM590874,GSM590877,GSM590879,GSM590880,GSM590884,GSM590885,GSM590886,GSM590889,GSM590890,GSM590894,GSM590896,GSM590898
MYH15,4.47152270579741,3.54205846515662,3.80691700058988,3.86112326061183,3.78494923880852,3.98610065391649,3.71070744602868,4.05025170726282,3.78883703454365,4.2704913633168,4.01735596929596,3.76259926179306,3.64082070577084,3.75161626089308,3.85966940503436,4.03125356041348,3.87103349214556,3.67128268189807,3.74511143809367,4.0681636603286,4.06491448358374,4.32473521335625,3.78146394732055,3.64522594946953,3.73357869359987,3.68466039381958,3.71410361166793,3.78748055801346,3.84234346296336
MYH2,4.59853572785284,3.84370722871289,3.77071842957338,3.69924123715753,3.8242472849475,3.88376835993955,3.69086317851755,3.88073744716973,3.54594800345674,3.75749185658056,3.66322090853578,3.76448999341791,3.59667847412191,3.75777075879963,3.78015981619302,3.92536230403448,3.68140277098996,3.70416756420862,3.67855561030362,3.60139704279741,3.6615753534207,3.81834528576081,3.59379665114697,3.48003433437811,3.58488779134206,3.79428164446539,3.52927784310769,3.52948736977009,3.66338815675115
MYH3,3.74412670121171,3.29849078690214,3.37827759701207,3.28624252802366,3.31814970473105,3.32078310280929,3.60204829821844,3.43312873706286,3.40342768113238,3.43965994712274,3.50260595581588,3.34731782820198,3.4501973702155,3.24375330556671,3.4234548167122,3.46627986060266,3.21124676742283,3.2882836164601,3.39218524420636,3.4485935154663,3.36969277962503,3.63941131296957,3.44532473809181,3.24254375894232,3.21459331346401,3.32362967070888,3.32365091700453,3.30645893614801,3.4070437696887
MYH4,4.46204433718643,4.21936860319873,4.03831704041103,3.91451560969105,4.11121432104284,4.06327635923522,4.08812689523511,4.12920228292773,4.16972981815352,4.25168471879643,4.15260686837524,4.1678066292341,4.06165242151019,4.16322166609233,4.082540249736,4.0955416029951,4.00856192414633,4.01489605823323,4.0972127831019,4.17199824036023,4.07880505366099,4.00293587297931,4.01521679163806,4.09680706686918,4.20731464663812,4.30829320331048,3.99665583237255,4.08635209008733,4.08742266003646
MYH6,3.96876216255864,3.47390627372537,3.36522186497549,3.51503428267821,3.44200526171431,3.59616795753607,3.55290110187125,3.40928182022439,3.32334069707387,3.58373086188515,3.68379563434466,3.49096187342242,3.80485746670783,3.68445528811593,3.8215503023409,3.55232848302504,3.48287861274611,3.44193848651342,3.54624518832427,3.46585574213208,3.73136335048115,3.76222947237935,3.55276426208945,3.45283218145671,3.52304739404392,3.61439855139944,3.74028464682596,3.55878262505768,3.76184562639839
MYH7,4.30771126264442,4.05810287270353,4.02138049722757,3.96679329248353,3.98131874362656,4.06910681604711,3.9988223562389,4.12638322221972,4.06165348366435,4.33587903899232,4.29652112758544,4.12957630388055,3.9877740080345,4.34109262712255,4.27882678285314,3.89504253952731,4.00217434550838,4.11208240522281,4.13076558065266,4.14542237211139,4.1546430462899,4.17706068810547,4.36794912563481,4.11208240522281,4.11208240522281,4.29095920456369,4.1549114335057,4.11133799669897,4.07634408715113
MYH7B,4.56515194618403,3.85813990141751,4.11320927084321,3.98433934042122,4.08186750179207,4.13117258994233,3.98452116628804,4.12599673823534,4.05852733949729,4.19865205957036,4.06442681804818,4.03206398830334,3.84630141160982,4.12753537356586,4.07792954621725,4.50566985911478,4.15332801510849,3.9508371655794,4.11895489946612,3.97282633618487,4.23612405112708,4.16344590267589,4.0354360502439,4.03493738602317,4.06182096274173,3.96868868386761,4.07379779576396,3.9830693854503,4.0354360502439
MYH8,4.27477204974189,3.90490332576294,4.04291091470027,3.87933864283093,4.00759354266045,3.9930825712264,3.91009339608515,3.92800130040615,3.94492522940342,4.01893393312459,4.02203509893081,3.90001805693741,3.84597351148821,3.95903102504333,3.93534544129826,4.0744732246091,3.82555325084007,3.94180037497583,3.67619510037052,3.76308095219134,3.76886347036614,3.66462773102575,3.95736872473407,3.74363358864684,3.8792551475273,3.95228851919085,3.8682212695425,3.78961122177181,3.8230762534818
MYH9,7.37577224633249,7.8018490904368,8.19738683455816,7.99877778106178,8.84481099027375,8.07495724170675,8.14750783000092,8.24694699588233,7.68168334765071,7.61268241384296,8.00535448868046,7.83843480630796,7.79080109136676,8.03371804103173,7.75432573206254,7.60740509770615,8.4712363146924,8.22104915794646,7.59425677103399,7.99241280620092,7.78098711946695,7.38568302347229,7.72512186206991,7.90232189407287,7.87064360645664,7.74130016731593,8.08035112362233,8.40850048757422,8.12517935511309
MYL1,6.29075921744082,5.50070930101302,5.54038775947219,5.42893059643205,5.65814445597119,5.69177838869342,5.79363325892862,5.86061069706414,5.60922795862698,5.63748639584784,5.67021233020959,5.58965271165235,5.54462873989449,5.71958709610408,5.85579084495463,5.88251101781312,5.38115132640644,5.41740834242129,5.48160207073237,5.63832208349808,5.43143202569399,5.73164403535587,5.51706784720226,5.07749923546932,5.30437733798558,5.34888249954868,5.49641404601993,5.18827240827649,5.23925044287428
MYL10,7.00174989699078,6.47578934351431,6.3198376039491,6.15280963703452,6.25608678068074,6.72985403285487,6.58877533891126,5.90471763330496,6.36195499468701,7.0630088520669,6.47892256770873,5.87863466526686,6.53017312330697,6.19755252626117,6.37486574770317,6.41204299066913,5.92712461969867,6.00011159656664,6.10185795454446,6.14868847205278,6.74165842364377,6.55171761253791,6.23331871771211,6.1479327488409,6.11598196859935,6.21959288528177,6.19894049256223,5.92073102153364,6.20129656140531
MYL11,6.19925224687073,5.93479543058099,5.77877164308932,5.48533584375142,5.71441565243431,5.98880806131753,6.02031453822742,6.022376242161,5.82195505768875,5.57880298368584,5.78146196762038,5.59348331168056,5.80679157810426,5.86017307603295,5.93980215776805,5.9415136341234,5.50970452216638,5.71213848251745,5.64978690585169,5.69985574194276,5.78147141460165,5.57637705596951,5.726802288667,5.49301019832576,5.48587106714793,5.72942839636599,5.70838527329685,5.42153573423887,5.68415086904583
MYL12A,7.89881809408548,9.98223410991503,9.65310953264714,9.81902183952072,9.37474417358333,9.79916145719954,9.9849797736411,8.54437890071599,10.0878607508729,8.8465365526641,10.2503297099186,9.72142568587907,10.1106347757664,9.95073165501446,9.97195783915111,9.67643493535238,9.57653646199228,10.3719564355188,9.99009065946381,9.85770395014437,9.87600946320015,9.73389930119545,9.69253053953425,10.1325993801064,9.33305309992051,9.24053426288584,9.24952125303667,10.0852539271983,10.0831179802654
MYL12B,7.95516055623231,10.0597358870403,9.68289165841886,9.79994794649869,9.74677135563014,9.79771956914444,9.81802089968556,8.93255196737093,10.3677672781134,9.31154776434819,10.2962196778542,10.1773574342609,10.8810125080933,9.94629544229904,9.93628081437418,9.20763967216372,9.79489302624515,10.6981934882847,10.1818849169427,10.2129643808066,9.82860275630574,9.96392772150754,9.81083390104596,10.8031745098274,9.87845232998212,9.71779062771715,9.17307341608374,10.4893924973482,10.2342484231684
MYL2,4.95111118104042,4.53232657974921,4.35008433270577,4.43662963598073,4.60700475196854,4.47162471637994,4.40157759802621,4.595809707169,4.46625924843727,5.05292325055029,4.47475382569846,4.40193253826351,4.45712932092498,4.92132528942465,4.7421133438853,4.59746141806985,4.41469411862032,4.52125168214146,4.30097499296255,4.81721467002176,4.52448667841485,4.44507895018974,4.61535722714311,4.40116948383248,4.48040721152627,4.29704821549399,4.4277134917108,4.2704300222872,4.66027687276559
MYL3,6.44312320496324,6.2108474815579,6.41825114025656,6.13540766210625,6.31137090072204,6.33347037472157,6.07930769856751,6.20732416671822,6.06854725579262,6.29124652061801,6.38983407098387,6.32793024706847,6.25769310312047,6.35642255366876,6.34247983018457,6.34958021658974,6.37368044630377,6.0488490594929,6.1849434948007,6.16009155089555,6.01257229052364,6.21171371512835,6.17541657631089,6.07463040153396,6.10877627626725,6.19280533237735,6.33333947861669,5.98341683398375,6.42942650347827
MYL4,7.0884919058076,6.20510190279913,6.32796652802309,6.39407086764447,6.46683935705203,7.27329598072855,6.4190190012638,6.60196232997435,6.25688715084633,6.50866208014216,6.55462525870348,6.52886094612538,7.99746285043241,6.71160287468324,8.5836764873886,6.8081290740969,6.32998939644293,6.07798824824027,6.20408778284798,6.32909599486753,6.46308777930306,6.70754320447469,7.27255710957713,6.18781359797945,6.162388200149,6.40421751790778,6.6136609084989,6.06177933641199,7.19402603012643
MYL5,6.57442066250216,6.20506538987281,6.31010793931084,6.01427297981087,6.01190528798419,6.27287781132493,5.98712079851858,6.17545402127975,6.10759995254542,6.17809849895572,6.01886900987434,5.95923392567585,6.3089677967909,6.17115614006484,6.64157163751833,6.07852902739988,5.88086393979064,5.85674837253902,5.70660256805133,6.00825175413643,6.06740107724348,6.2517531873051,6.02919126494789,5.8181219473109,5.8881292810256,5.96383409496538,6.00450909009302,5.49037547498017,6.62012545699135
MYL6,8.69899986285255,10.5875625312177,10.1082515270391,10.6120991467373,9.30484863751693,10.0478761983672,10.0238087679623,9.28873148784778,10.1855553446231,9.89309111217393,10.4005442646059,10.0157148851373,10.5886198884338,10.4877612958566,10.8254868023391,10.2299293094978,11.0035160068129,10.3642978290728,10.4144473308692,10.4608949863221,10.729031438036,10.3373965879761,10.686506215471,11.0295709553794,10.2887244761359,9.98341305838829,10.4436030126757,10.4778735091545,10.5230178800313
MYL6B,5.50766585852362,6.87107848168193,6.33218755863966,6.72272682716704,6.22141272169587,6.62550219569466,6.51651542429815,6.83244832601043,6.83993284624833,6.1876121879315,6.41874811123349,6.0709105884803,6.0041537355573,6.2557541804105,6.48755169102638,5.88352242404514,7.42315778251679,6.57114832412359,7.14394571094602,6.33526205053766,6.0672492090875,7.11326195703896,7.29660375473458,7.71185615470279,6.43672755791537,6.94927728652189,7.42931542671379,7.31982482503116,6.3467934760766
MYL7,5.47651177212536,4.885505100787,4.83629534844902,4.86077634325927,4.86384526359362,4.9361634331527,5.0755429526887,4.87241381320239,4.9467260782776,5.20628888466289,4.76476476657419,4.61186006894816,5.3452431634692,4.97387971474285,5.32814059051636,5.08626262105716,4.70485612472246,4.78374140901691,4.83357914838708,4.67615631902231,5.18764654830255,5.03322670363448,4.76738562551697,4.78011265389405,4.73834910090299,4.85948267255614,4.69930106627966,4.90702171368362,4.86026198670637
MYL9,5.97221955203781,7.56632541825318,7.58856074348685,6.59528140894351,6.11355726320512,5.64631730304348,6.84864837885309,5.05412326403788,4.9076257022493,4.93357811585771,5.67871134768455,5.036663412748,6.01258335143007,6.29441485806774,7.90789755015523,5.45626326709424,8.77851216876582,6.11496865280998,5.0547017492737,4.95561276192843,5.3213482717683,4.7443146605153,5.43243433405145,9.15583009689417,4.8393704153937,5.45796123310293,8.26626259708497,7.00943253745784,5.75045824698155
MYLIP,5.53973511166337,6.03964019208,6.29654404426488,6.12052942014357,6.36911383389418,6.18003040056674,5.97784874171978,5.74226009710917,5.60350469976195,5.9427319021834,5.83963508307419,6.71132295694274,6.13873307754787,6.28181847259507,6.36911383389418,6.06311803498833,6.34591311031118,5.45140889236654,6.31200603181552,5.43170471230394,5.98103178778901,5.81174058511235,6.47646528232118,5.63484373709852,6.01499471855149,6.55450567566582,6.13046903001464,5.54721847599939,6.97860361532392
MYLK,6.02127731160362,8.88836456479677,7.49668580705684,5.81584976380522,5.60714448374422,4.73604225901108,6.32226294594386,5.10022664859226,6.69219498180063,5.26865936474756,5.07929617524334,4.93962867124696,5.41835104806018,5.64526295759379,7.28206958747305,6.13252806124046,8.659355025845,4.75347088508154,4.84207296328955,5.31089108276883,5.2650275045852,4.61846004754331,5.77601770128785,7.07573111153753,5.03596773862573,5.64297624712969,8.35298858827673,5.10880050414187,5.22407573323902
MYLK3,3.82816191336973,3.56497357559319,3.57392670549593,3.44118330649314,3.54429050097218,3.53035418382478,3.59053277351351,3.74356336034255,3.53019198421074,3.79184075103779,3.56680833349303,3.53673831848114,3.81216460754739,3.59308224747318,3.69278768754539,3.74044798591489,3.41981081330693,3.50806508700489,3.54814370910911,3.54044538611176,3.57133759030734,3.57284263406852,3.58941223528501,3.64424537090702,3.52334645026607,3.5580501522419,3.57526396834346,3.49607423524892,3.62149765615788
MYMX,6.87389759007513,5.62441830362061,5.8190007194845,5.54315322046768,5.73109800813885,5.72108863804122,5.83470959691481,5.84440338734616,5.78808034053273,6.36056925022735,5.66990515086396,5.65792201373371,5.4181706889685,5.74443126898663,5.67019189765025,5.95489252650648,5.60504681020798,5.47539714203395,5.56686456963874,5.48370561113456,5.64650824491997,5.22838710241245,5.51972338845089,5.37325228227375,5.64049022542805,5.66277330267231,5.60678893687785,5.53926265101977,5.48475845888965
MYNN,5.97121593474018,5.56922261230036,5.95008373633934,5.40855221081769,5.58029712833946,5.70632409152205,5.93382952159768,5.80900065568777,5.63508123424926,5.63680159519298,5.47573303000081,6.01811876556992,5.71940216436293,5.64248560693674,5.48043787373286,5.70479187254362,5.96739169735987,5.99552471699501,6.24999644574407,5.55679467554619,5.84385521750752,5.96923543654496,5.52940511371377,6.22973161427459,5.64598387918648,5.59145612781595,5.61776409093824,5.51807076854623,5.47882914840858
MYO10,6.31914739797145,7.26157158325125,6.73255259195806,7.62537304840866,10.0670135573611,7.7707250549688,5.91761019088825,9.07783871145159,6.76667884847761,7.01535134140438,8.50306399220204,7.08143445641875,7.55883202125725,6.33877053208921,6.23135338425591,6.66626257002838,8.32150434245391,7.2833505779273,7.89743237356702,8.07952604718537,6.45844970086048,7.17253104921209,7.01009701735753,8.56913908865252,7.17000008351018,6.5269997693768,7.22531259811847,7.8317190434533,6.24440166620005
MYO15A,6.12259160448397,5.04738308737802,5.11892107159123,5.11476710135346,5.0579372898138,5.23979532382752,5.15743091594919,5.22243146367506,5.21976203759055,5.62275624257448,5.19230386910105,5.05390802348606,5.28727889436397,5.18429294250295,5.0793778620152,5.65555005544734,5.17025073525499,4.96113301530553,4.99455535062413,4.95871936445768,5.0579372898138,4.84130797982863,5.10505135705653,4.69908433887655,4.93375945709251,4.90337708767933,4.96675829084499,4.96619356596395,5.0579372898138
MYO15B,6.87689856288846,5.89912260372217,6.09840870626469,5.91998228181728,6.17998225704122,6.1280079914331,6.41175147493462,6.00248992139746,6.05926861496075,6.25879182136958,6.42922854960943,5.95380967815111,6.32561355988381,6.02236065009296,6.38484178937762,6.48982075467092,6.02897950653528,5.85790311552124,5.7518188274665,5.89876091721261,6.14007437145597,5.87722376202301,6.46704174286082,5.6927802645784,5.87969686948426,5.82347013828434,5.92172845486237,5.77498260747973,6.18228329915975
MYO16,6.93872718147819,6.18028769969505,6.28639358960601,6.11894600031987,6.15671164882808,6.24081032175154,6.2312603250904,6.35993383070569,6.357341623069,6.29491044401583,6.22109369725501,6.0347762313984,6.30640744306764,6.24083570648795,6.21384450244613,6.36327948975456,5.91430956006154,6.18386719141404,6.05213081996553,6.09397074855196,6.13196615496412,5.95124597344253,6.25856576057114,5.90573754048788,6.11301637216222,6.17366886388984,6.0698260214154,5.85375248153242,5.77732504687703
MYO18A,6.73749755619103,5.88187100262084,6.84703955405458,7.22822780564783,6.22703058103675,6.23747177937657,7.00171351644438,5.9946837717205,6.69144676455794,6.91756633322645,7.28540580894264,5.9623339556058,6.64423708486207,6.66177450115852,6.43122713133884,7.03182527681641,6.9089339062708,6.93053279636076,5.93251203210242,6.98433643115274,6.60504505328776,6.2919510092852,6.16990305570081,6.83700978383935,6.3718825506601,6.1130197126509,6.68081000885179,6.78970911305924,6.42917378768874
MYO19,7.4392165029763,6.62186609462133,6.62253956050636,6.76322008666059,6.62845829159218,6.80076002304396,6.83352712254771,7.10077626217637,6.79167007148346,7.1105574851312,7.17818437912217,6.62540452560526,7.09072279166761,6.89734740207608,6.79254995346082,6.87834552486565,6.73038212064958,6.64676732153891,6.90276791417702,6.83040569192088,6.73249767699265,6.82297086932189,6.9368771812607,6.6535072319884,6.82437556199257,6.75781018895239,6.8128664048714,6.53486007997747,6.81716014582309
MYO1A,6.06030758136992,5.000279742293,5.46672054963898,5.08004779833472,5.57632040661208,4.9984696218275,5.1787926686804,5.36871381711354,5.21692282031951,5.4023335375805,5.37599717444345,5.35566687653589,5.42515606750873,5.2157636962334,5.08048187181856,5.62507524459607,5.36462588345464,5.11133931699581,5.16340094480921,5.20457521837378,5.47733874125937,5.09895533708135,5.51133164638416,5.06706432866171,5.28898111223501,5.2153907766362,5.04346947068246,5.27713330000941,5.0786033527771
MYO1B,6.68477889283077,6.98218763461017,6.6816464278043,6.245795890076,6.21037687860297,6.90967789705994,6.24827294371982,6.75943603921403,6.88633260541256,6.9186199796598,6.56570978047521,6.01898290531264,6.60396280482999,6.99676951419637,6.70566087926129,6.52843661772386,7.10005566652653,6.56964372760372,5.83796790330147,6.99658472301847,6.28732843321264,6.87468851201555,7.27426432947532,6.45996537926352,6.58855119765725,6.28034206177639,7.40292892150484,6.58507253484121,5.91980409601926
MYO1C,9.73551418504261,8.3085671895562,8.88071600526596,8.29243837687665,8.51401390543791,8.44759980470317,8.48746414009248,8.37045473367728,8.22624755652862,8.89289567246303,8.46589643127452,8.19200202204181,8.51379922477868,8.31012226133997,8.25553182214492,8.7531474864522,8.33794150240258,8.52375404861286,8.26623728892855,8.57390437636656,9.01632265170452,9.39845942767049,8.12304549676035,8.48341877991961,8.31062986681842,8.1859628235676,8.30436056684881,8.26682630353164,7.9295333817257
MYO1D,3.7597879351216,3.97592218583558,3.73438120774118,3.92662219792242,3.89700520349068,3.68621897823577,3.98449029679153,3.93953349547728,3.52169110882217,3.88057977763776,4.11679134494193,3.78535452351226,3.95816999020096,3.70795381445243,3.76348566874884,3.5140505324954,4.64784788226184,4.33295323816285,3.89978560457911,4.10459325957334,3.58554360950815,3.72744280296776,3.61125156267926,3.58272651658083,3.63710162858188,3.74699767625127,4.0431910789996,4.11785834381259,3.51175174272892
MYO1E,6.84301208079072,5.59265074064398,5.73789504415804,5.63248287409096,5.49871127963143,5.41519202473223,6.03244512656504,5.87400582941487,5.99127569520292,5.52216419045114,5.58312277758674,5.99390070730086,5.69612161722486,5.29194037600771,5.76359533957615,5.86815917041844,5.68361269491941,5.63346578366141,4.76071062872986,5.8993799735612,5.65934743334805,5.82195289601961,5.51376333422838,5.77833088001397,5.73347796563231,5.6827216848995,5.70727080752019,5.79907485447256,5.47264116724387
MYO1F,7.02643966424436,6.64191561293935,6.43064060257029,6.48319143782233,6.72007453957905,8.11986494284356,7.64360385139666,6.45479829974114,6.08507135072296,7.02474469716967,6.9128434984284,6.04448281976367,7.22007426923258,7.55603031162156,7.50995224737271,6.95100467239816,6.11832642269769,6.28076029373952,6.00485988962274,6.02435704903558,7.30498432682584,6.40590965456152,7.4395491628049,6.7358862443896,6.26501323838577,6.44314012905583,6.87211215490019,6.50043724436975,7.48421626003336
MYO3A,4.69385505036852,4.50226567414814,4.44413893122609,4.38022989703805,4.48811529408328,4.51714545864931,4.65221805603936,4.61272656557091,4.4913351578829,4.80222679171909,4.51699454822761,4.51125516152916,4.76711807845041,4.5557054465031,4.60404031026221,4.49332222245772,4.2855636986393,4.32840074910265,4.39104708097242,4.6005927621463,4.53074066780107,4.61263545868948,4.12843634388907,4.15517133214382,4.42540711673818,4.35810691523536,4.38114601586588,4.48018528352347,4.18437408154684
MYO5A,5.99124951162979,4.63840511826805,4.93633134637391,4.72589379454811,4.85538742851506,4.78990873575915,5.09891129369805,4.91391004269152,4.80222830063595,5.51724711067027,4.83695579035081,4.50892360258466,4.72726973304124,4.83314981684913,4.77247453575167,5.20784897060953,4.79232758106169,4.49861707500386,4.74007887880304,4.80313228059053,4.7728249679103,4.65810723218502,4.84762933557665,4.8561124294047,4.79096051828967,4.52709327956102,4.70812362119353,4.62513446516372,4.75316212905362
MYO5C,7.2594473833152,6.73034366353972,7.91698520690106,7.63603980687798,8.16131954490955,7.26877368283222,7.84847633769548,8.87926606693711,7.82189844570803,7.22840357588217,8.31011602761341,8.29621276695364,7.25168632039816,7.08982498404264,7.58626611151894,7.84880009726959,7.55555356539885,7.3784081796181,7.42233757589631,7.07302144014091,7.66035417037756,6.96485652395737,7.57394746195617,6.8851492664273,6.70114458536317,6.55827547642106,6.69569073696606,7.9841276551017,8.37845833947361
MYO6,6.58481484369205,8.22392627191322,9.73981862744506,8.18546345650594,9.19933025191093,8.94520441221741,7.297120706931,10.0792221492857,7.6752464900841,8.0884658224615,8.22758877884862,8.22242754467835,9.71765723769782,6.8831166449485,7.750476966891,6.95029064531982,8.48151374510036,7.29971160679127,8.1125789607848,8.3083998851835,8.53193088408605,7.97575751329542,8.19229675330501,7.94346320315408,8.14091341030449,7.52198839545374,8.03544636200055,8.78464655781904,7.82196803957479
MYO7A,7.74210943836426,7.12728222699542,7.14863413525555,7.726348010989,7.15982825895133,7.10352988741799,7.06177796270217,7.0685384400106,7.05190893663146,7.42241113505151,6.95985308937283,6.93082557826131,7.12137416499683,7.15380577709861,7.00480099559754,7.30801194194214,6.84817475944616,7.03669013239599,7.07839266322512,7.33918253628747,7.84919547720595,7.30227872861087,6.95553448663146,6.73487089810105,6.72393791002155,6.73362573618592,7.1288055711577,6.71577588642168,6.80845456605838
MYO7B,5.04683233402844,4.72684850739003,4.66938977059729,4.586581734745,4.71248997047051,4.72684850739003,4.6913009091798,4.9498535315918,4.59399905902441,4.90726093428284,4.70980692455867,4.59882067294027,4.93809954458701,5.00010314146796,4.85635122600415,4.87108482420261,4.7210879009645,4.60683136930709,4.60914344261239,4.72684850739003,4.68059659367362,4.84914742120385,4.81203263660042,4.57799114649573,4.69701283725622,4.9790423738661,4.70343867349068,4.76815509623125,4.70492364900687
MYO9A,7.64995012015717,7.40187379234783,7.15034235706375,6.83363470369597,7.00394349730586,7.15952917253206,7.47336371386985,7.0776545881272,7.07830711982832,7.4111420724876,7.36698302140754,7.13244670032139,7.3787652079288,6.84924115634689,7.16234618877561,7.26171114404344,6.88073468720426,6.69424432885111,6.70950540021596,7.43387931729283,7.73407263336957,7.5496844262789,6.66898360733476,7.04626975986483,6.95129149401764,6.94450817769089,7.09194614084615,6.99189109103895,7.13199461123165
MYO9B,7.62469748689401,6.77792518802863,6.70796488986121,6.97681122634107,7.68720225330764,7.23475743582762,7.16265693417261,7.0036058691103,7.09422592076771,7.21246393162234,7.01641935607057,6.4441234979387,7.3405978935294,6.97500884620396,7.23553190607928,7.07466504912654,6.84278293158059,6.85641493453499,6.67524432095941,6.87748235164409,7.32708998072015,7.24691166733418,6.72607090226565,6.67425340014587,6.80552428066483,6.58658238398657,7.26147890811822,6.65775577872348,6.90196860702243
MYOC,6.82163661078042,6.01383274518637,5.81277717108474,5.70400679758616,5.87717186981453,6.03048270291798,6.14019411129789,6.0071374636843,5.8504646738202,6.38007675691882,5.72271773956817,5.84865191906069,5.8561658030834,5.95640592090243,5.98187664260946,6.02189896093496,5.6345735398426,5.7861053814056,5.70101002212671,5.83822113291725,5.9415769812093,5.63716022416161,5.70332672907473,5.52696233453631,5.81390350943952,5.78308285115923,5.86810108335901,5.39155931311902,5.6504469215214
MYOD1,6.61589564903413,6.09629073372645,6.14470768299756,6.05623372561956,6.17673788050745,6.36315676263229,6.15235760004503,6.567818152339,6.08076655325461,6.32355024128805,6.33394590878745,5.83243027898346,6.5284174980294,6.27116657997246,6.20724210769978,6.36008654179373,5.99987500594714,5.96683044162598,5.79923909203707,5.95578691601859,6.09726770631361,6.06627881406402,6.13341164118848,6.01643472767198,6.01641179846057,6.3081126356463,6.16702881656808,5.85035230104527,6.20904621902522
MYOF,6.3406818766149,7.40675182330343,8.04455907618863,7.20307337042345,6.39286559078476,6.49231702422278,7.79027010351553,5.36693822627736,5.98948511533216,7.82142286235672,7.86896561916968,6.28531706689495,7.47326243537417,6.94719717824533,7.7924020775088,7.21205021872136,7.37605478449651,6.25129217767842,6.41909772456986,7.31241528741346,7.7588598793041,7.81111532718519,6.98619349132452,8.21674958746526,8.12228585962161,6.55781295795531,7.23700913445581,7.06159361037528,7.02302260738248
MYOG,6.66084635564742,6.12774877620864,5.91304909810725,5.99795406643379,5.80518678696516,5.91780372309039,5.98651062922456,5.90222792253973,5.95984519783697,6.37087509250848,6.35797790653362,5.73801420074042,6.02688576264873,5.69434161050042,5.91394057262481,6.00540195584976,5.71432599847467,5.40544919266126,5.89310457781892,6.12891297276755,6.09911249113434,6.41130630324153,5.66473678544283,5.63167905978477,5.77134579908814,5.69951382173955,5.90119021508888,5.72023788598844,5.80485869216139
MYOM1,5.21318674914472,4.60090553179997,4.55467347270832,4.57924213227957,4.62172874434428,4.77127768817158,4.67361189462035,4.58487946282925,4.68573781083412,4.81430667776298,4.56006819517198,4.71483502784128,4.95152832036536,4.65371348790435,4.95601756103947,4.86512903067086,4.56940366243879,4.55714694871827,4.55721716348046,4.64693899321691,4.75668517099808,4.77567071232368,4.63434039443871,4.45260186140838,4.53294405187173,4.49990570302122,4.56407269268752,4.42614582596563,4.61165990624291
MYOM2,4.67499787608924,4.25053792886798,3.96415390352645,4.01043453879674,3.98131874362656,4.98561483019211,3.68310255767636,4.03270820809685,3.86687910008744,3.87737271498919,4.38073856694727,3.94435654392423,4.47441743870066,4.18925504804925,4.57347818590582,4.35703593500683,4.0480201545364,3.86483146084748,3.95604246533803,3.68808930940053,4.0127435540805,5.03739079536153,4.152155738647,3.90517876045881,3.74713429759482,3.91474649145934,3.99039463318371,3.77665168918917,3.96934017568793
MYOT,4.2130257728175,3.53814762360705,3.85355203127019,3.66075350351721,3.72000162060076,3.65822234275579,3.64308902854102,3.80019970793535,3.59634149429554,4.10323665492121,3.64290536368973,3.54937578006323,3.70521596691872,3.65336374327548,3.65681464807467,3.69753724230803,3.51953064717618,3.70101380999566,3.58527941691063,3.6617827170991,3.61107151344149,3.6821832923133,3.60280474628937,3.4646578036562,3.6116792250084,3.63435114448026,3.6795748313361,3.52486359194522,3.43390745590251
MYOZ1,6.93942141489136,6.32981583284473,6.463910192201,6.09908401960725,6.25490655732493,6.46956210120937,6.41744730312739,6.16872255778706,6.21746285159411,6.90541283414661,6.33421307462044,6.34744939222929,6.71153802473029,6.33936987986768,6.49431648623815,6.17451187432238,7.20077222218251,6.12443240263539,6.01579209669029,6.53390843829043,6.12108405944713,6.34558060759921,5.99272076459138,5.8024630441534,6.1357417525006,5.92096236614209,6.22061150179023,6.05069891230156,6.18831636161744
MYOZ2,5.35651024835419,4.64837567064983,4.35704688296271,4.37717566400441,4.48058134397805,4.41433963863677,4.50706220210654,4.59125681716648,4.50312804509133,4.74241343618607,4.4757479533199,4.36154177136718,4.69271947690988,4.40155485829915,4.60739106624515,4.90950974930207,4.3243042734696,4.25961066053979,4.324465165871,4.36278437211837,4.47804320011445,4.37116650910743,4.3356081341513,4.1027018807806,4.32000739644646,4.15679712459774,4.02943024084894,4.05636791321043,3.95310040782307
MYOZ3,7.56957173096912,6.50868924819511,6.67246213886373,6.5347017725105,6.64577766681992,6.66194312440979,6.5036958122859,6.78762308823482,6.55306297676933,6.85271276637461,6.40510950576373,6.7727983089753,6.17734422209469,6.40192632651971,6.33566339664005,6.84388774575461,6.35358663219694,6.17838045766199,6.38724250820211,6.50927327699238,6.61574030209995,6.35309863907953,6.50561511085024,6.25441279753128,6.60696585735144,6.47026843621151,6.40647367301277,6.14668172355261,6.56209454927751
MYRF,6.33588182403495,5.89507972594366,5.88569611215209,6.02861059150186,6.11253599641073,6.44325704385516,6.08922509694301,5.87934942068565,5.80010911183461,6.23898609492099,6.40103459529409,6.26436787562938,6.03547160924054,5.78544995658038,6.16220467774004,6.15015201930854,5.77469160427938,5.96729619289837,5.75559002830994,5.87286996149088,5.62635741019165,6.83329917086045,5.8288822422621,5.54287171261613,5.6777144258479,6.11253599641073,6.03216129688039,5.54019263155691,5.95107714390856
