,GSM4171496,GSM4171497,GSM4171499,GSM4171514,GSM4171517,GSM4171521,GSM4171522,GSM4171524,GSM4171527,GSM4171530,GSM4171531,GSM4171535,GSM4171536,GSM4171541,GSM4171543,GSM4171546,GSM4171560,GSM4171564,GSM4171572,GSM4171574,GSM4171578,GSM4171584
FOXL2,2.34325585012335,2.60088532837893,2.46562152325594,2.47089109491078,2.76556616168718,2.71266752852393,2.57180668381501,3.06683654660702,2.56364113092754,2.63306023307483,2.7397266302857,2.59376723723864,2.44946561544258,2.54931805337716,2.77899847273304,2.66244308720832,2.12605290224069,2.35179441024614,2.72630666924106,2.67397849240834,2.61573201221088,2.49692474693209
FOXM1,8.41365910740993,7.44711002155587,7.22409045992924,7.67698466674692,6.10586810446353,8.5765341575393,8.27011213500999,4.73141614897756,4.21414999952854,7.17846595348835,8.25566534247136,7.53988213252872,7.41904742856507,7.68991255443778,6.06003821163605,4.8558193019682,5.65914280871273,4.05045243760947,9.08854993111849,8.34236059957003,5.59088820646643,4.2517536311026
FOXN1,3.57756335071022,3.64895628255447,3.62696346959864,3.76475585110392,3.54104768293108,3.32250040926029,3.3746004730811,3.24114858621773,3.59608374322287,3.31663151266481,5.09890504670986,3.8162015766833,3.41536470419646,3.36039995666006,3.46720408011204,7.31371438822616,3.41581984999556,3.3860548645395,3.89247424928078,3.70060986477736,3.59083982231473,3.72196886180498
FOXN2,8.61302789937472,7.5947510906644,7.42625934197339,6.78454801535297,7.75600541211407,7.89349418091995,7.90560615852561,7.60423307421104,7.01088563402397,7.66326158763043,8.76717953318532,7.45636731813602,7.42775974440695,7.5726417285686,7.16516300989162,8.05345940030147,7.79932510175611,7.07534096176914,8.30073970972556,8.1030700930487,8.39536031472128,7.5885973215812
FOXN3,8.10602068541837,8.07107909908497,7.94649546578002,7.07954157156742,8.07278483672612,7.83519035196683,7.64995069160423,8.06066324009541,8.69467309368903,8.27655645531164,8.2515513159463,8.76637238044314,7.94396565127943,7.89531390394118,7.28838629864855,9.72379967087103,7.59768964074917,8.70480295252049,7.6097458537355,8.13980785792453,9.00359495642459,8.5723129145332
FOXN3-AS1,5.88852624921144,5.22252314687975,5.74581578779819,4.62506102080796,4.88306827009927,5.03607301661102,5.33053575663546,4.91186621348052,5.73722801604166,4.75125966891386,5.7993727175651,5.57815395707328,4.74920727556764,5.20403846936293,4.45869346519542,5.05013557049276,4.73222357040124,5.2073687400369,5.54379739913746,4.97718702716349,5.43483164720705,5.16372182230869
FOXN3-AS2,4.09507157523191,4.47489242959067,4.14346967560171,4.26678374802181,4.08322722983658,3.89711100589005,4.0327247060902,4.10287791437778,4.13728805306791,4.33687311800767,4.1724880179099,4.1908916542747,4.25904459250195,4.17203817426876,4.18089312532006,3.96278026022914,4.00705869021343,4.15253805718276,4.11244784444796,4.41946579787585,4.13657556262918,4.32560341516605
FOXN4,5.02397413694873,5.26377147805063,5.12013236287545,5.08004453793557,4.87852359000867,4.92714698396232,5.15770288977378,4.67284767638617,4.84364362016533,5.03517932646587,5.16351574104954,4.93766985839857,5.01995285438634,4.83925799065691,4.98713619864962,5.11169009436303,4.74318163813442,5.04714585327836,5.02274684376244,5.25775431854749,5.31788219441155,4.85897570110006
FOXO1,6.09963727075052,5.35491092860954,5.57868506018228,5.69926969719864,6.50495742104758,6.14781693236153,6.64883352170452,6.99314497544798,6.15650968193921,7.05521680576627,5.88774458294168,6.54894757901628,6.08453737086544,6.57925902494649,6.39537991142547,7.3760907192592,6.40115220435139,7.23089494346052,5.57612668893368,6.66811139736611,7.79889918285967,7.12930816375326
FOXO3,9.58062572807219,9.5751071265719,9.55158032937829,11.2010118457688,9.52331990984925,10.0306568104744,10.5739823421367,10.2787281823209,9.62595387878774,9.98112087830653,9.56174945597763,9.52177905645513,10.145723594187,10.0920417392924,9.52413593493906,10.2589967014241,9.39946663872342,10.090093527498,9.62147989855525,9.59854577128972,10.0780512315563,10.6245367281518
FOXO3B,6.82248643314304,6.68465564791018,6.17476555057778,8.39495727776384,6.49288028720899,7.14552682765175,7.57332706358077,7.02561879798501,6.8669303505071,6.78056174612978,6.77915095179164,6.48751421238839,7.00874290356537,7.35470353986595,6.75131445174869,6.67652335480942,5.22100053006563,6.99950912680241,5.89010117729578,6.36066617184614,6.47545719836792,7.18990405285131
FOXO4,4.26835031320596,4.49083926587047,5.23403159247465,5.79981440129685,4.65019248839353,5.45284551654785,5.35039849517776,5.98302149627622,5.9345228302697,5.17075484942475,5.14844918165308,5.17598438552871,5.52973687700328,5.25820215100538,4.94288257883159,5.14227230551823,5.4112410914387,5.42963963295291,5.17937918319741,4.98856152265855,5.31865207084277,5.33473141077998
FOXO6,4.80788127023164,6.87720307107146,6.41534046601205,6.65579957217583,6.57484243306251,5.71768421889119,7.1649758875381,6.30914354334109,7.94357422133509,7.10508773838041,5.64718659823874,6.99297871645639,5.83967496537596,6.31603049105677,6.21563995226418,4.90251666362764,7.09634729200008,6.26831951546397,6.98348845823425,6.14806014948622,5.05424451589088,5.22753272786594
FOXP1,8.69799448067673,8.09162992402384,8.50884221714195,9.5169177491984,9.42510560664527,9.26296070642349,8.89417878080992,10.0756997851276,10.0236012812243,10.0605393066384,8.28745596560252,9.05874401171602,9.18363400286486,8.67446959654293,9.22963191643553,10.0354328152964,10.1111155284299,10.1460852962417,8.3588986504684,9.40074457348073,9.79728967717438,10.0714069467677
FOXP1-AS1,2.88453089983468,3.12438816016739,2.9736997282634,2.9194575145851,2.8614809557432,2.95365027078376,2.69341835074313,2.56996845383101,2.89295081529109,2.83385956324709,3.08173060481252,2.8761393463676,2.81560146012112,2.68275588557845,2.89295081529109,3.18529353925227,2.81400634862573,3.18306089213655,2.86319754690678,2.82992217982289,3.01006838492058,3.03436749786979
FOXP1-IT1,4.566226644826,4.61186783314416,4.69042221801003,4.85209078814143,5.01224378254241,4.88234641361642,4.40809782831863,4.75322760409849,4.682045796599,4.91201916330975,4.59581863625145,4.48791445628982,4.94675148799936,4.63641046500723,5.02044733606768,4.89260885889548,4.86217410810129,4.75458195426071,4.83980558856519,4.54859150906084,4.38720287620229,5.12857229252372
FOXP2,5.13661765727726,5.11733676366201,5.38655902124429,5.04081210643542,4.84748993502914,4.81684793603081,5.25695210452215,5.05939820865243,4.90420495486777,4.96375143047792,7.4524447173671,5.07556089084086,4.97383737372326,4.88322986309938,5.0030064232087,5.90177710584388,4.85237049286758,5.29539154410482,5.09268391048973,5.07160417284301,5.70008495772048,5.7270221577821
FOXP3,4.44657127690316,4.72579104702216,4.64050023985294,4.84995413191225,4.54049428824555,4.61681996312912,4.7610680771939,5.00461603927666,4.69535649447556,4.59260038475446,4.93241042839911,4.33896371495417,4.4976016052091,4.57978443043218,4.8515435658647,4.8330175195429,4.78898936755915,4.63955072459619,4.86648391408105,4.8890810746363,5.04760920652598,4.48217503951595
FOXP4,7.03669592449573,8.1264231173841,7.11471164240167,6.79647816028714,7.26844082554301,6.76425425679247,7.40709930996769,6.57297106462304,6.84772821346424,8.33608398843775,5.95052095739464,8.09822026356733,7.08593812116758,7.46070084301874,7.3129603630506,6.28761963875562,7.55198502183131,6.6557390700272,6.53366771639993,6.62107760266072,6.14316900815617,6.42521660806705
FOXP4-AS1,6.74012180248713,4.85757012264411,5.4502635672533,6.71112390089066,5.21096382466993,5.18976834014219,6.46769625901339,4.32107255973257,4.12377946021518,6.91503140390883,6.70435370338756,7.7304206693053,5.39206811269988,6.18376198409807,5.5158557370777,2.60760487505641,3.36341089787508,3.74925675193966,7.01008141367711,5.63922072332787,4.37243627134136,4.42914150316927
FOXQ1,7.71447924954656,9.98358253688972,9.38537708728283,4.48180104052741,7.24583114303806,4.50933666024855,6.2363574084531,5.43640336475972,5.87332942067586,8.16412562923481,4.46879226953271,10.9215985917192,7.74385156489691,7.43373810260629,6.16281347374794,8.76668806641626,5.54427331156405,4.76668918358438,5.04641011705913,7.96695796584418,4.34640146673746,5.51369348314096
FOXR1,2.29757009945721,2.71172424176857,2.40668786359937,2.42755578150743,2.29970035351152,2.46667280176894,2.58771977967528,2.26528282711791,2.50294804032405,2.21807613840873,2.5707129744473,2.2549061029315,2.44094230448831,2.40555295788888,2.33658660400663,2.40668786359937,2.49045449676739,2.68906867937279,2.4432957888314,2.45548908789644,2.51580274749431,2.401785515622
FOXR2,1.87428436133687,2.3149006157767,2.05938751847299,2.4094030559888,2.14805999479844,2.00939084127649,2.50376124663367,2.08262937871982,2.38074862714451,2.21801624365943,2.16748249076476,2.13169275651659,2.27256921745628,2.29793507187199,2.18482231469116,2.10833877317244,2.01548498080342,2.16986848795341,2.51617346732617,2.24751899578117,2.25419110097257,2.01046190612735
FOXRED1,6.82549448548484,7.23147653492038,7.37529967696215,7.15902826225332,6.67606671096967,7.52370982039421,7.32726500225669,7.06296113670636,7.46491880415486,6.7238208583568,6.55806139878817,6.96894400522589,6.95460487913438,6.42269304449881,7.18094188824887,6.66698864828298,6.73421780976597,7.12355538914455,7.25901795705527,7.0245879433977,6.76885278337238,6.91305214113086
FOXRED2,5.62889148274054,5.03073921090133,4.85369238407367,5.6413712982747,5.38897009399189,5.26800592828982,4.84995413191225,4.89850064107066,4.99104607361846,4.94113426790536,5.6725485215146,5.23589518544128,4.87026223227986,5.73946025128844,4.88885983583894,5.23851057066438,5.65301267437095,4.99081138213553,5.46229087403208,5.76901302437541,5.2812236210321,5.09863010259953
FOXS1,4.01041328009911,4.2398032847132,3.97162219312294,4.08757966503758,4.42776886592781,4.67625621965113,4.38540089655489,4.41155102176785,4.70932564137123,4.43172803158232,4.33747989677429,4.31132359176601,4.01912520602008,4.43432339615776,4.30322147862515,4.37956129401103,4.64606362459454,4.2610315864822,4.10565952750737,4.52831994015631,4.81746462697508,4.1078203927692
FPGS,6.04059718587276,6.57608206648389,6.67125128499029,6.57012796752724,6.49753589629201,5.87729288330214,6.44976278989757,5.90506106178885,6.11907839054755,6.10843949863083,5.97439741182925,5.92312588458919,5.94036635699403,6.21948051465792,6.7748367766927,6.34830373661908,6.35281162171553,6.3357299828609,6.37216497630135,6.84264539162843,6.3471990817993,6.42519968189666
FPGT,5.77260456615364,6.48453914822745,6.7178637235894,6.57890334627883,6.56022893493017,6.65591319950788,6.67652889976292,6.82206476529613,7.57173430876139,6.54667561939883,6.33871172949029,6.91484517243886,6.17936099287302,6.03774744254566,6.9312670446264,6.67239194948221,6.70168678805372,6.82578566860176,6.88979573972724,5.94906790349551,7.03421845443994,6.69270161492859
FPR1,6.99617877570825,6.5502032728185,7.30325982540442,7.04906192369118,7.45397821692852,6.90810312725551,6.50744824478714,5.3298721838543,5.95088911860268,6.19315556387166,7.34485422204595,6.24856936668584,6.60599394412357,6.90524029726291,6.7473219730525,6.33782955621397,6.32801602126442,7.20736811348166,7.79937390557457,7.18770861090882,7.67359231373557,5.32074419693587
FPR2,5.33367398792605,5.29319475327751,4.5890301477687,4.57255564597328,4.27283759901299,4.48087320708861,4.04839460689839,4.15335488352448,4.28650079442359,4.26626501480841,4.54801285269705,4.57336315838764,4.19902828065319,4.41807585769754,4.27315784465058,4.33880001049773,4.22027265280726,4.38619434819638,4.68255267465318,4.80770458954542,4.74844729390089,3.77087446740154
FPR3,8.69522031943956,8.92983626385117,8.02556101544823,7.86150494613596,8.70141643996429,8.12769721548594,7.3417230492327,7.88594209031912,6.61549407727388,7.72010838417522,8.36805016597678,7.6764065616894,8.12835135508459,8.30651331350438,7.08348540728117,9.47857380794282,9.05785621170454,7.1036631508987,8.88099869438601,9.10489413374738,8.37539251511241,4.37552393999083
FRA10AC1,7.95677883358464,8.53174189965955,8.07431765356975,7.27767380792344,7.90847954033702,8.06883630263706,7.97732315786893,8.29916350104066,8.37306761599237,7.83237070344222,7.60984792942516,7.86173209180398,7.10583583758601,7.10562118994302,6.71738070907738,8.16257418562133,7.90411420472886,8.1229983866244,7.21688113870845,7.98789732422387,8.02247531976941,8.28785757292875
FRAS1,4.18820469933164,7.28309582342392,7.44934856983738,4.14043696115394,4.49224291686882,5.00718016243917,5.33053575663546,5.35336235846469,4.22404738674228,6.56924556235336,5.53932256453536,6.47314691712705,6.4070931446164,4.17952631402523,4.91215593172197,6.09966587115672,4.2253578157718,5.53439634535753,3.98094587922732,4.85160231826315,4.58486499624535,4.30099425496698
FRAT1,4.36923126946552,4.78631552306793,4.84818179341671,4.87483007360947,4.57272956603618,4.4130300255171,4.90442624236933,5.4256742653524,5.74326156061679,4.00734959911415,3.94159814486033,5.17817576839144,5.26417947789199,4.57646159071385,3.98214918135661,5.07325343296823,4.93084198506383,5.55958746956756,4.13827374199233,4.06638294765392,5.19940264856615,5.58997823613818
FRAT2,7.76777425358322,7.63329693654438,7.50557832128236,7.86224504013346,7.55569678809677,8.03006473961049,8.37559557517464,7.69505229672465,7.99008522191357,7.45978526565162,8.04872949265863,8.68334508868512,8.06985068271967,7.36425007120579,6.51739537136045,7.47239885189827,6.89535614141801,7.33396229942496,7.78256497062592,7.13416147536758,7.00816050585235,7.74964865346125
FREM1,3.77520149304268,3.36760945686888,3.50032587717391,3.60471903150152,3.4733252991719,3.83252417010428,3.6189309806563,5.13413040637943,3.17452269389727,3.91959857929947,3.16566355020862,3.39317389974489,3.15196801906461,3.5938311786252,3.72531010375706,4.26994390936475,3.42573284874045,5.23156244126669,3.40519221257246,3.58459019471464,5.24438770294431,5.8687244522752
FREM2,2.48886347636906,5.24421852083687,2.21445847108255,2.33212196527731,3.20564148345358,3.34022193626198,2.61320389625862,2.42349987304816,6.12439391590829,3.36248197658209,4.96592108917544,4.50945079760758,2.84547337045864,6.0396902633438,2.30377305572444,2.35569736209963,2.43921236581883,2.53289100989905,3.10883766573922,3.69694782183587,2.24860860427857,2.86832482615522
FREM3,2.06031454822266,2.19837842883549,2.07339409194202,2.21607222351371,2.10399213099082,2.20043889710195,2.25514327720194,2.14140220045832,2.13642745298855,2.00164851162072,2.26336386983917,2.13126699988513,2.15773172902613,2.30850433890713,2.12459625169286,2.26624335051453,2.20372312104789,2.11233992397698,2.2387021740333,2.13899291153231,2.35872720476723,2.09685619608172
FREY1,4.43395769094063,4.54217421412534,4.42018134638061,4.41985722341803,4.36373181589368,4.26841382810897,4.68369267334582,4.26499713317094,4.44439267421433,4.49180010893476,4.5121059207598,4.40068188383512,4.37196409524307,4.40193752739171,4.31315253302667,4.46964303384323,4.20329652564,4.69971064404656,4.56666740820546,4.60447100325489,4.64382279451559,4.36583330153923
FRG1,8.36943361006541,8.65355674833334,7.8034259364764,8.42210904850441,8.50598953506372,8.35258874645818,8.00085159634811,8.84785970657467,9.14253664067008,8.66658709310161,8.76497811200855,8.91981855577701,8.9947974245372,8.66349140624464,8.40754736117045,8.72713695850182,8.26984701351962,8.67381062857456,8.59040273291854,8.30794429062936,8.72998724891684,8.39996134485045
FRG1BP,5.53839647685443,6.25238365763524,5.18720469425971,4.96887214174174,5.83219615787845,4.75394353630321,5.78312076565442,5.55226561635637,5.09433560127116,5.50265333764904,5.24775266155061,5.55498248522693,6.02157278758054,5.52317930828779,5.45967485470302,5.49705973984471,5.2184312354033,5.38248474945738,4.56912336178931,4.88573231064539,5.32308098963469,5.5177106364632
FRG1CP,7.59566060021943,8.21447903341138,7.50207328291586,7.04983919723618,7.8373645063727,7.49092353874545,7.90802444720978,7.95168332542634,7.81852892088134,7.6456783049003,7.34928511793905,7.87439757477175,8.25711598775999,8.27711873117908,7.55681757513104,7.78969600227018,6.94999179573664,8.03637662736637,6.97111629338359,7.23771423611428,7.79784392449322,7.48986555024882
FRG1EP,2.27018851897842,2.37835215105593,2.41591366365907,2.12578656293859,2.21244838365734,2.38255674699947,2.26021462429148,2.28890678949583,2.34400553019782,2.16655768496693,2.23530294727875,2.1843649331434,2.18537618245266,2.42115625954714,2.06041391168978,2.24530157854108,2.19527859381902,2.11226818646416,2.00343941843697,2.06564478885135,2.24844745556403,2.426099627984
FRG1HP,5.69508262615644,6.44433831176694,6.80211836043069,5.88358702475393,5.35335574039118,4.60010941393417,5.26883876787887,5.59206828972198,5.39724402101983,5.17962535337438,5.39283965979112,5.42250199471353,5.10062236509598,5.4693893619935,5.43496390661422,5.5781701647171,5.61104740481641,5.77960510022611,5.40909100796314,5.74082477324692,6.06828499339955,5.6399469829543
FRG1JP,3.17909574012996,2.98124594932791,3.0090584733675,3.3399309613466,4.17352184469548,3.3708657128766,3.7241856440035,3.20455052114907,3.033797106406,3.30261381687711,2.87136599060458,3.19626918567968,6.91763732517591,2.86928788809747,2.61440185519666,4.09577891586682,2.83221666620185,3.57418641250234,2.60418539808988,2.79668974072282,2.97962807711536,2.96366403125359
FRG2EP,2.35337311632413,2.25287960644195,2.57724207793706,2.36796688881363,2.35004935266517,2.15978593219827,2.40947572270741,2.42321175155442,2.15527202551481,2.36265776468104,2.4260655479888,2.16371140834412,2.28433082298427,2.61731606539358,2.32832197894053,2.3618841852943,2.42321175155442,2.34922749565611,2.57308250585244,2.42276765397965,2.45215614658827,2.31194645891258
FRK,5.99672278631052,5.64867831108906,6.45558959880183,7.02698472328671,6.55046605449332,5.74437165710424,7.56958005637667,6.13049841147104,5.33290453216187,6.58711743273865,5.84235072467466,6.40557480363604,7.09123245538155,6.06193106007537,6.78470206613384,4.25774797003783,7.59233428280529,6.4467419056567,8.92773107324448,4.56475606359374,5.80141865025335,5.68388976725823
FRMD1,4.80207909094109,5.10019086969279,5.22319391119008,4.6750272170704,4.95302176064078,5.03376107938177,4.99072381214743,5.04474106084437,4.96863894736945,4.99742276720248,5.15780628369045,4.94897190508832,4.73290931539471,4.74058829743025,5.02899760493201,4.98444293325354,4.70403046200668,5.31675916375063,5.01596835005881,5.20036525251072,5.07409123103507,5.34360934834825
FRMD3,6.07153012515666,7.93539932184136,7.07763263081928,5.91305066955837,6.16607625329913,7.23267050962581,7.3270821895642,6.69568191110205,5.07640306446404,5.18577617628954,8.03220935444033,5.66003358236694,8.10227782745931,8.57402206138318,4.79221326080944,6.47512118695188,5.14776708812018,6.26478734876636,7.30488816538408,8.02791607100953,7.15358815776321,7.01653279555073
FRMD4A,7.62848969296796,8.81355736552112,7.0329572782102,8.70062794843653,7.73758116033322,9.19280595681768,8.62544678156835,7.93154083022668,7.70722960068201,7.72934706332232,9.22028519464584,8.02282804761985,7.90430031356622,9.2873061066708,7.53429024660683,8.47867383030506,7.26376032474514,7.84074472426733,7.35378130344869,8.39294186609925,8.13447327488233,7.67880095278535
FRMD4B,6.43911337181831,5.70468799356275,6.8318014606273,6.07319462942428,7.17926882549733,7.36338600453861,6.16185434531028,8.04657180912592,7.7947209692298,7.71012810809037,6.53938372516749,6.30387093831895,7.07535424525117,7.13001953554566,7.19767029780053,8.36064663411969,7.4800000883208,7.70822816861973,6.49982558165248,6.69039087216442,8.82437301947255,8.00984088419292
FRMD5,4.59762327693218,4.81483690790244,4.39722509613308,4.43938842494981,4.80080152098219,4.10897471852092,4.57728070770525,4.06051203636285,4.68042975556011,4.72064387454771,4.60360876548759,4.20798407253619,4.1623261268421,5.01648694448772,4.96930956263085,4.88258154454296,4.58930772799895,4.271689478179,4.64526544468889,5.22138128935227,4.33911193559883,4.32560341516605
FRMD6,8.11148639117457,6.96525074681683,8.38341560368082,9.32705843266472,9.60305641941038,8.49213540294812,8.62953361545783,10.4090886072453,9.56347458562963,9.48482177540563,7.90754734864272,9.40217444329431,8.29518626188833,9.17594942452641,10.4178141152546,10.1779464796103,9.46283254950392,9.78929668003635,7.90519930166255,9.97430587922679,9.7527450877627,10.6143047245409
FRMD6-AS1,3.84600691475574,3.19278308617774,3.95721244292422,4.1739588826146,4.67054489935347,3.38234590923439,3.6901859680307,4.2191671340045,4.12722271696307,3.87625023069591,3.80765636737195,4.0176894362384,3.80657330693045,4.0967006415834,4.7009797801442,3.54979539819319,3.62877206180616,3.88331805827223,3.37635114969914,3.69694782183587,3.34859644588439,4.09982146999878
FRMD7,2.90387643659914,2.72356463154472,2.76926601089817,2.86569617387413,2.96837745274682,2.81275344272443,2.82427714830102,2.79649315815877,2.83471846892485,3.08426975203112,3.29267362621265,3.10361934293107,2.7548453530815,2.95258336443038,2.76583976903394,3.21245346766747,3.14186514429174,3.04962898181818,2.84591956017478,3.08356944373075,2.50122370764287,2.87044460378243
FRMD8,8.43593767598921,8.175565238001,8.19534601106572,8.92721682116866,8.09605802797568,8.38608298413537,8.57874664464607,8.49535920584183,7.61144286454414,8.55522488197034,7.88058084984396,8.36338082448027,8.60003708234133,8.52173222095345,8.11873825194946,8.32420470003413,7.96595059456757,7.83692872741254,8.49554969766084,7.85783714970643,7.94542044517191,7.80202300379593
FRMD8P1,5.0364183336505,5.12219421681822,5.03602657255512,5.32944099019356,5.19656693757066,4.97632622289335,5.11546717191928,4.99920248245328,4.86069016608414,4.98972114158326,5.38244467097741,5.32653487216455,5.27437842893575,5.29967166279385,5.25961587261015,5.02756647189064,5.19677983116186,4.96607804490502,5.09592932379265,5.35813399788274,4.98347107111947,5.27303823502036
FRMPD1,4.00206490101037,4.0251507515775,3.71266477493906,3.76113545640543,3.70752006746231,3.676356763865,3.81482156687339,3.66374421098205,4.0079728016354,3.73135754386899,3.51884079950004,3.57073555678677,3.56708100876303,3.59766142590856,3.63055646056471,4.15124082925909,3.65804220240452,3.65154065030787,3.81412769296234,4.01009524014214,4.16380860840965,3.82120199250301
FRMPD2,3.11591036527616,3.16910714823824,3.22881483731675,2.8500351639946,2.96450610311933,2.98133883800567,2.99120985028103,3.14425690087215,3.20322443548529,3.29685937704905,3.11644981753729,2.84708386084266,2.62500554507295,2.99705372467942,2.9551416137402,2.97271056802987,2.92851161219515,3.06602551628017,3.01280625179552,3.20891430334117,3.35706075591004,3.21733192380745
FRMPD3,5.51735739262395,5.49141107742255,5.05397506914717,5.6267529471671,5.23162673324088,5.4178206753303,5.0601344915158,4.96282795565965,5.26225444317571,5.1558190794164,5.14248468469507,5.18628605248263,5.15919540033881,5.30454028786079,5.34542035619667,5.26814651536583,5.68166757025659,5.2983262598209,5.61049568725944,5.2067307159934,5.34542035619667,5.14004093553447
FRMPD4,3.31934034201727,3.51071130152707,3.97893682344024,3.52591273993972,3.37416144306226,3.50338001068363,3.97254146316749,3.42123620846896,3.55383200559424,3.76496417770059,3.56337742291154,3.60690530178931,3.6644660728442,3.43608587708759,3.3797861073415,3.33446793780178,3.54263776710072,3.63858343177427,3.34953817886214,3.51483910646789,3.57643873269434,3.75051711830377
FRRS1,2.16693655925889,2.00762989414842,1.97383012214711,1.91366727244924,1.96728080528126,2.14274256083441,1.82988614851639,2.00167934095303,2.12142192656683,2.21042355836635,2.2668277090779,2.08615347578803,2.01559217333615,2.1230100844501,2.1730985744161,2.32097636262373,2.15723922693127,1.90046394148559,1.9508182590056,2.04208739785353,2.07446877768446,2.3236711926042
FRRS1L,4.11557921094131,4.03615709580788,3.91677907398737,4.0675946177218,3.97875950981695,3.99843755012818,4.1742743941678,3.72339924294429,4.33623056473108,3.98629616173845,3.67815189750838,4.2022169442743,4.16388251538634,3.7001423620629,4.04769395252744,4.29219503546613,3.84115927715584,3.81021061113273,3.74653205676899,4.02173654555688,3.68109706530128,4.91373660891456
FRS2,5.5022739964828,5.58420712961263,5.73022901952331,7.40691358217897,5.67688345161866,5.84823190833133,5.52456760064259,6.77113022931772,7.78830804801786,6.13086052752893,5.20622703251278,5.57108292466598,5.55448127609609,5.60130718420914,5.57681235007712,5.89212638237513,6.46963027017418,7.62867181672176,6.27824088099398,5.48935048688284,5.76430556998732,7.05781785240655
FRS3,4.61935934846397,4.09562073006871,4.41159979216885,4.08816850246253,4.30274044260624,4.4991427826479,3.93606382749078,4.34593270989178,4.86359773304952,4.23116936275237,4.56310697144344,4.22845997806647,4.24320716865084,4.59095525021786,4.36519826522493,4.46707727327716,4.31671279443949,4.33317508247021,4.80109088793144,4.61175657745385,4.40759037572595,4.28313846252757
FRY,5.0782645387589,4.80017162832003,5.86162089567998,5.04677062788716,6.75086698766931,6.84427136922357,6.37187535253955,7.495575252875,6.01965423326636,7.07944474533977,6.48607622209919,6.21595272678578,5.55769355291293,6.60800750065443,7.22641992306885,7.52296310680321,7.05272387307657,7.6431881118829,5.6319603390886,6.24354378042126,8.08241226112817,7.70724763909721
FRY-AS1,2.01666526997392,2.15061782641518,2.32147564925327,2.1024517217057,2.12433290309852,2.17343734463541,2.07394039497432,2.09464502447011,2.13063494324981,1.96938952690512,2.20451338975834,2.07616318722063,2.16489896835813,1.95576271447337,2.01432503830895,2.17289278478132,1.98629428224222,2.448992830973,2.29626367165152,2.01015024321516,2.08310787971825,2.24894465295696
FRYL,7.86768017960428,7.25250308934004,6.95482201441693,7.54652003045033,7.59202481549205,8.51015552112979,6.75260913228044,7.65280695885966,7.98300833711509,7.49365814050967,6.98401320827339,6.99940055404343,7.94997994340406,7.00106103404038,7.58208426084642,7.81197974098686,8.22894319484456,7.79118057504494,7.71120608479983,7.56722815221852,7.88061671935774,7.76449979649392
FRZB,5.20381145849694,5.61381362419327,5.73807709055487,5.88045459044163,7.02816765197396,10.4973502633034,9.16163820375787,8.61801393350735,7.55330982139811,8.30218468392877,6.62306848302007,6.74059750195019,6.2407719787443,5.29311341252717,5.06759149583365,6.20335578082507,7.25216765973162,7.82727809638977,5.92855980021608,5.2673490105778,7.88161654160761,9.36120750335987
FSCB,2.69473079058076,2.80743199767756,2.87476630842212,2.82039837637518,2.75016163291603,2.68537092986398,2.85494203201133,2.66518734427317,2.69034464434365,2.79431731857127,2.7513436968173,2.89513150822132,3.01803501037895,2.74259155053401,2.79995064242299,2.75391707880376,2.68708688885854,2.61841059615506,2.97884664064698,2.73832211799351,2.78176886761642,2.75866214568761
FSCN1,8.03958928788622,8.00491290352636,8.36791652251462,4.66182465065758,7.18947723077078,7.02807915234824,6.7679093310231,6.00114216500954,5.84784515606595,6.76742403005763,7.97615960459732,7.870697864491,5.96081430216615,7.26919632759304,5.66681596296014,6.75171344276129,6.85276688326079,5.90372889925144,7.79890191126182,8.40764712277363,6.14228312064637,6.25162911313094
FSCN2,3.04570038343894,3.3352083611556,3.3472210442981,3.34127498956341,3.12730646949155,3.15067415899951,3.23289045557485,3.25664594523403,3.00491365779443,3.16148130942467,3.65748076423676,3.00303638691323,3.72330105321063,3.314064682584,3.45618838975339,3.28215942296944,3.14485663420035,3.24630970507757,3.05386345157752,3.09620865751119,3.08288122152949,2.8603717866102
FSCN3,4.9149988963148,4.73112282847677,4.91732197477791,4.69390678200203,4.72004499676717,4.63956781043931,4.79418003495707,4.58802411806917,4.83971992385636,4.64304417227912,4.71694745087853,4.81322435768336,4.7589931844744,4.54015137252336,4.60089235330045,4.99035785656564,4.63625644540105,4.47926451542045,4.73408321373014,4.81399413563843,4.68819087431347,4.87078242624889
FSD1,5.08949997126423,7.44199517014938,5.12969182226682,5.00946132066442,4.87722315670367,4.83144316204424,4.74910738555651,4.77204120805472,4.61453707197115,4.90657083312964,5.26724569578413,5.20030452003997,4.84295454075703,6.49228450758527,4.90851363208919,5.07578642726114,4.64573294983984,4.96578755474578,4.97028787699549,5.0928388690338,5.01768439356491,5.00014854641344
FSD1L,3.72086260457624,4.78500959251148,4.26099183478047,5.61057871182202,3.62407390775985,3.65567854761296,4.75952566898792,4.08271792286417,5.25069532195443,3.73604382220823,5.18030845342457,3.6037880224801,4.02583712131636,4.24468267861819,3.70015170463424,3.58371465658616,4.07921598578361,4.05454140221079,4.41396841060242,4.19271960872367,3.48454790869956,3.51280612318925
FSD2,4.07882962464208,4.37167952738564,4.61649688948823,4.33183776697653,4.04917253068746,3.87218800642112,4.17878709714044,3.95191975056396,4.24128195331908,4.32540599617827,4.0316415109607,4.14782587635601,3.99707568650645,4.21719475653029,4.06057151401249,4.00575709355695,4.32969550050755,4.21291387180544,4.31483519159848,4.33341744048562,4.2125327332583,4.35799412173422
