,GSM713198,GSM713199,GSM713200,GSM713201,GSM713202,GSM713203,GSM713204,GSM713205,GSM713206,GSM713207,GSM713208,GSM713209,GSM713210,GSM713211,GSM713212,GSM713213,GSM713214,GSM713215,GSM713216,GSM713217,GSM713218,GSM713219,GSM713220,GSM713221
CCL7,3.4967958875745,3.40819099295498,2.85013177615652,2.7586149949054,6.03811745729045,5.80619566005135,4.8766275727548,5.35298530599399,1.99519543685452,1.93466066822648,4.87315463938531,4.63991837600387,1.9108761325192,2.60233061571124,3.21132054168255,3.20899452247034,4.8673507836734,3.97006048181114,2.50604838423587,2.53133479309833,3.98765671516363,4.11426065729434,3.00769606078417,2.88361747534575
CCL8,9.55587533095096,8.96872707900637,8.46358113833848,8.5906522007694,9.89454765940871,10.0277754294551,10.0766981603166,10.1025799429597,8.66087095909418,8.50155319889975,9.49350528666963,9.37704338397296,7.99010518152635,7.9199759792415,9.86099142808145,9.528243870947,9.75978915199749,9.31150370037558,9.71235891475377,9.67327481217531,10.2560804059168,10.327326683143,5.54642124791012,6.03711697811624
CCM2,4.97605457757369,5.54689077800502,5.10308552852709,5.14089827488101,4.94220730757939,5.46054195704411,4.66906955715271,5.62235768917297,5.4475121988073,4.79653592363554,4.96083123351346,5.02039931512676,4.48050997693218,4.47443216882388,4.90667427651455,4.88850178260512,4.96767517037883,5.12901284668391,4.73615006027112,4.44648717002541,5.52881754748634,5.34822754733949,5.2371201979754,5.13423851840834
CCM2L,1.52898148243959,2.37982062826156,2.87024614950531,2.74072898737535,3.61314889004739,3.31426971514215,2.13892431027461,2.90876068061461,3.91135077304146,3.50805102283939,1.98217664721916,2.0250518837486,1.69207320951384,2.00629365582164,4.1243616400025,3.94125851889897,2.24360986202163,2.33189462854576,2.83386900197024,2.05756078959796,3.72543543911185,3.28816610775655,2.13817416011218,2.21854565690826
CCN1,8.93240992684615,8.60298653071157,8.33711763436685,8.42139477346366,8.86858281729899,8.66038849844719,7.22985245731056,6.77318201597973,7.61993184845138,7.56416917491936,7.85423862557381,7.64228246334117,8.90142592811806,9.19560049357794,9.65265108675301,9.56022981906887,9.02091323867594,8.96378023657562,7.94785367253328,8.30090018505475,9.47733285502843,9.67603242632727,10.2043271707871,10.0640258734317
CCN2,8.82198561272462,8.58329473296575,7.55709567670567,7.95047669175456,8.5833156191636,8.62701562494762,7.4671925176727,6.63746088467556,8.36393216972887,8.53000077567062,8.32320472420183,8.13467089133037,8.3431977752071,8.03683530823691,9.44302037651445,9.78033631564397,8.88192842422639,8.74959516005069,9.22284892352043,9.21095285739892,9.04090773870968,9.84461346431002,10.1203736506293,10.3429512029128
CCN3,3.42937261392512,3.32764759964332,4.696627613772,5.07132183565205,3.14146204119233,3.18495305789637,3.67677486094977,2.85785096675072,5.65336238557623,5.95047996000664,3.0258543929788,3.02129978500634,4.92866906995748,5.64386098773457,5.06229884033504,4.46293169040676,4.4969078972169,3.79857195653672,3.37989706924532,2.49985283347595,4.07630817384606,3.72954705319095,7.6746742250506,7.59620844646613
CCN4,6.36662357237503,6.54736913897321,6.97254723643098,6.91560592420567,7.26932047206023,7.37621117933177,4.44359013718229,5.74180829075415,8.31343710657432,8.5893884291228,5.15171439655146,4.68395892092592,8.78528779729043,9.19957584147894,7.25758559547987,7.1811262423028,6.53700544161362,6.4764942370204,6.99282537241076,7.54493894561204,8.5858842682631,8.39362638772515,5.85749561940416,6.50330011777394
CCN5,5.03054284134681,5.12737580341618,4.46832670052432,4.30209749764771,4.27220338948982,4.30398828842184,5.32078019108546,4.99774248893682,8.36105484594268,8.00405181327069,4.9146973759592,4.31951710004797,7.37795773914111,7.61946983386034,4.90667427651455,5.28416946583679,5.20943024038497,5.14845160916965,6.55657985062628,7.10919768693332,6.04302075729601,5.52019478232997,4.02340520217274,4.12633849089424
CCN6,3.04670875811804,3.35391595309383,6.89344931008998,6.9215305309771,8.73094472670057,8.62819010274061,1.48692085935198,1.40062321319137,2.40883118244421,2.67811057173352,2.89841477299131,3.6925609914046,2.14551018043446,2.34366026300222,4.11169828330483,4.40326032244064,1.8318562505754,1.82013406683416,2.04703513094722,1.69795174996376,1.71985644929849,1.89005433816123,1.85187560121191,2.67579623662952
CCNA1,2.89524193488986,2.96978376873859,4.84036810789691,5.0740327034118,1.69795174996376,1.97149537693917,5.41200404711657,5.24465709055686,1.79499600865713,2.00319571104689,2.66212012173584,2.88144664382478,2.38116299228308,1.91815210399784,6.73983037051088,6.63419161730278,3.50579815811615,3.87994493218495,2.16946836616291,1.85187560121191,2.89983850947927,3.89594083738921,2.3178191819343,2.70860575247563
CCNA2,8.67059410126602,8.75101246942664,9.46444222045569,9.3390478705378,8.74369052508346,8.63520552005964,8.74077794467896,8.80875970049066,8.06909824889399,7.92800346573063,9.16405327542321,9.07810106561426,8.99995692412909,9.3818548777908,9.46703841634333,9.39207546673918,9.40782501506732,9.35230406258043,8.70451586640824,8.94447027471415,9.16585798650031,9.26618076985261,8.75698684166217,8.44358050493948
CCNB1,8.15457143891739,8.0471998353679,8.33952332817179,8.59405503324883,8.08878494244509,8.04126927316446,9.48154559148739,9.70605636318369,6.68779533017924,6.58172634322812,8.35202674369939,8.48284039695229,8.43218892289065,8.3321802812476,7.52385274397297,7.72756720444551,8.82130329213818,8.89065733943645,9.38407679443369,9.3115487315528,6.65476587635818,6.49893453701531,8.33839796376144,8.3312056702469
CCNB1IP1,7.98511443350137,8.45976170125047,7.86426814212874,7.93682708240374,8.50488355390286,8.74331239599717,9.91096480919487,10.2906762286143,7.64921169230566,7.76741986683086,9.43686729371943,9.43876558716709,7.86649659545789,8.17058165315523,9.24177367699648,9.40534303264503,9.3259342258352,9.42798081227694,9.13579043155459,9.11983861915525,8.84145123454167,8.36411461867993,8.4262067045749,8.70237355040948
CCNB2,8.53409745022031,8.29749291188636,8.17833426998294,8.41583067197278,8.22472278403353,8.42357920899393,9.16489111406848,9.42926227684002,5.95796311845202,5.73619924719504,8.53058447094341,8.31819653029233,7.96792033742687,7.83250623755922,7.59256905248215,7.7283996952954,8.02809906966297,8.03936842018402,8.32730735465363,8.27780693036767,7.24632068808564,7.43953405654742,7.95609160308689,7.9802266265353
CCNB3,1.80488165026109,1.59092077876012,1.23295326804736,1.63091115427158,2.27714016128957,1.75141093376794,1.89277765061704,2.43985606328407,1.78208213146641,1.82778599610965,1.7942989518166,1.94360805202473,1.79959030103885,1.49473286714016,1.61444691128907,1.26670732550915,1.66894950760029,1.97367398670715,2.18107985268891,1.6060524945287,1.495276126277,1.89005291577604,2.26642740153059,2.17386943549516
CCNC,10.2300149386725,10.1385065197653,9.59028351711617,9.62575545565309,9.81040681733649,9.81904531410187,9.95528385140609,10.0636889603174,9.37066806804597,9.46659570327758,9.73920982384192,9.75681212075931,9.67813009177839,9.52360570970931,10.2660531941115,10.2902586786751,9.20676330244805,9.26036141455729,9.44454253287704,9.39256844210916,9.83193698695455,9.97339575671054,10.4889981287822,10.4375811707781
CCND1,8.44519913823255,8.80468169714601,9.85501579004281,9.74314756076825,9.43812135177904,9.4895879386713,7.48396473294875,7.84046291739814,9.51933607320005,9.43337744481781,9.71631264140047,9.52815003846415,9.9611758133937,10.206442251942,10.9749852297918,11.2252871780346,8.75925090625009,8.96539160648638,9.89236136114983,10.1338334952212,8.32619893677962,8.24011397545801,9.7489538503606,9.65640645198178
CCND2,8.60367128056208,8.63173425760471,8.45765970582375,8.5636009734156,8.93490593233959,8.79277164269055,8.53256494422689,8.30852675836524,8.84191500247021,9.07234368517159,7.96192498861921,7.52993977324032,8.63161080611843,8.66743700132019,8.94977440262356,8.86481682125257,8.36859305629542,8.38312750764822,8.68617414195607,8.73127474127781,8.82520926488895,9.34520533667858,8.18710581355038,8.23550523082383
CCND3,7.5777207513361,7.6460935613134,7.30747621733308,7.17895397406561,7.2721169786366,7.42590722834635,7.71105960562912,7.94545757580876,8.38675691735164,8.19017588992642,8.73090233019128,8.73995904672658,8.17510173460211,8.23990686786709,8.26491227878668,8.04169992038903,8.01905108113776,8.23493942187521,7.65492633260907,7.59801842531135,7.84635821103797,7.36138494725699,8.26788099724631,8.25917686777948
CCNDBP1,7.02403294284046,7.04724014123711,6.63289722026094,6.86464538802555,7.4785143936125,7.60545981888642,7.46756825059365,7.36540645900199,7.8901196690794,7.65609414771626,7.32528255365979,7.3779278655581,7.16102392579801,7.01321315687763,7.41096179999384,6.89136712864905,7.18629344758702,7.33124920237728,7.36591782898505,7.17916086763291,6.79594688457709,7.63191370676741,7.23640299870228,7.19723779174663
CCNE1,10.6298229889459,10.5787779426269,9.14859738943185,9.23755208279201,8.10953835205073,8.18762584530223,9.58540590084886,9.50781552969637,6.75334063766426,6.569153182436,8.56281960643896,8.66598224282954,8.10791297683703,7.84005989047265,8.04645131388819,7.96744007064018,8.40710030725008,8.42651583556662,8.35331045649066,8.26118373275282,8.67807663707511,8.59719720840272,9.60288364907967,9.71505662162771
CCNE2,7.04579864280809,5.85204310446965,5.99083177005892,6.10558801194192,6.41573050870399,6.19804892512631,8.33228155829766,7.62362138700407,4.61233166402211,4.85953810286542,5.81391433909161,6.0511984666942,5.62564363149237,5.72211324681735,5.29189090900527,5.45446441356954,6.86348830835319,6.34589165195828,7.06109670275146,7.10131308330202,5.65953746846083,6.57814726118817,4.71484100470707,4.1649246970523
CCNF,8.8336827177194,9.34733021105284,9.7419607054458,9.48774827426809,9.08111486935687,9.37723540964431,9.46455420395504,9.3970256507732,8.591936811589,8.30523989627776,9.10604970362894,8.95734531439079,9.46113671488051,9.54596946019451,8.43151652782944,9.11077171670436,9.7837654275983,9.83409628895119,9.32420883163378,9.44927056837388,7.97367110281708,7.77264719977795,8.98092180617481,8.85929600384838
CCNG1,9.40906062718625,8.94406488332197,9.99886354738565,10.1464440206333,9.03534277283652,8.78374723503947,9.84941211445351,9.73428414232069,10.3724622255656,10.4695168610016,9.82028174662984,10.0542667843536,9.39248649421448,9.30962703566236,9.66310159293779,9.45607109486436,8.82627081497146,8.70763093102763,9.85379299289653,9.84413028221008,8.86995320887429,9.39863150282864,9.606239373957,9.59056294653131
CCNG2,9.18434747419924,8.94870563724763,8.94470773661028,9.02661296291541,9.79370394939119,9.62253880092554,8.31615671116809,7.62863944692945,9.63065923544641,9.95512524810679,9.07872115899912,9.04881494802937,9.37469461798014,9.3741071508965,9.43698639090074,9.39914650330353,9.65932323776456,9.37925224582107,9.92807973703023,9.90858186841267,8.13544510135184,8.60962837611855,8.68848916696864,8.61891361719971
CCNH,8.27259664953138,7.89365341077833,8.58062587536587,8.9375465555043,8.96016998041536,8.7349284348515,9.37947541953281,9.2485097509325,9.40876228745985,9.28726893981552,8.73101415956154,8.96070383931979,8.74425141719079,8.70017565232125,8.34268301964694,7.92944611834476,8.58149721634224,8.88260775674485,9.6285608515416,9.63495396468088,7.66698278169945,8.14303918471432,8.49933231185783,8.56600365986922
CCNI,11.1695301444367,10.834212285589,11.029873567175,11.0695062276186,11.5927955219129,11.3054854158211,10.6775469027097,10.4728826326439,11.1452618128388,11.3985569856339,11.2470373255977,11.1593718735216,10.9513977243798,11.1407796399686,11.24888860197,11.2554759007604,11.1604104271313,11.1022402836499,10.8353589519442,10.8599019001329,10.7472656981885,10.9827173432419,10.8262015690942,10.5611199830055
CCNJ,8.60313305122117,8.2871440030318,8.64899255647425,8.4614607183014,8.4520536523855,8.50382081204413,9.15857154575288,8.58443784525056,8.35510870788617,8.18071523457039,8.66517158709342,8.49711645276257,7.96278871944298,8.12163578066177,9.2890551159953,9.11071567547196,9.46044395401199,9.14106808409129,9.17999177893179,9.07831523501409,8.60546256822071,8.23146998462587,8.66943029067365,8.38498615937347
CCNJL,6.49351869214384,6.59441617138569,5.47423345564818,5.38808091156321,3.9876374246513,4.01159585125472,5.54416310689945,5.77897758484613,3.92194965221683,4.47301053656742,4.22365167469559,4.19096917538157,6.40842430631996,6.26748131323232,5.84927494257647,5.72657531544615,4.86190274809001,4.62751426697286,3.65136470084564,4.43965142790869,6.31966914465018,6.33467858781878,6.44592234716298,6.3181791850338
CCNK,9.95594751532519,9.88505381498363,9.81499881167666,9.68637618498084,9.96353695200824,9.82451126091911,9.47870855900545,9.30169756744119,9.79712012728466,9.59496286405096,9.7097090124412,9.65388183036162,10.1791655373129,10.090937003142,9.12586091431721,9.48801490221149,10.1428836144904,10.2341814263437,9.48868141095385,9.53981015880437,9.68795082217424,9.70165806834166,9.44767261803032,9.48282649081057
CCNL1,9.52424610046723,9.55546422415153,9.49473271018312,9.51176092166184,10.7341764898513,10.6418390706221,8.9803332056597,9.14464657860757,9.72753934298838,9.7873189298855,10.2241971854057,10.2154894823046,10.0564057235998,9.88679338168858,9.81067686821539,9.83766909692308,9.90702920922255,9.98405944111775,10.0192659818599,9.85243619399591,8.76395095360821,9.73346112485041,9.72155558562201,9.79521776159172
CCNL2,9.99719168565653,10.454872672685,9.61834284503708,9.62089948061703,9.77876372977443,9.99845121999556,8.55858818589087,8.77254834089258,10.0640345797938,9.98031556333312,9.26172646390037,9.16637182489852,10.6770084319245,10.9187536724382,10.510418810278,10.4101639785837,10.6165215630808,10.714885018163,9.90886816653292,9.78001606059077,11.0894889626803,10.9454740600767,9.79810837232958,9.8811422656988
CCNO,9.17930165405036,9.7989533777265,3.72379599775367,3.35131162545572,5.01966649543411,5.68422358001979,5.15326166011539,3.66936841799588,6.2011983623653,5.77862424889356,6.92968190347732,7.09920690473244,2.86137464910016,3.16038487221886,3.4683972097062,3.97124057331392,9.57826550889543,9.62151293722118,2.10663926890426,2.69689272439138,6.58632448918516,6.25737382217924,6.50847056198912,6.65063393045487
CCNP,3.2593890942551,3.51511233273429,3.60241605853126,3.60245074330287,3.99120295850502,3.83710606513868,3.81042184044941,3.85420625836236,4.45447909371505,4.75585039716735,3.57027121257503,3.6739206202717,4.69280958616229,5.28889459529896,2.59626933713335,2.34704438106868,2.92442122750078,3.05044260813107,3.51635248402189,2.8968843789444,3.83045256434373,3.14243759875305,4.23843770749698,4.18626619880197
CCNQ,8.9376055663153,9.18857642649999,8.6919289715367,8.35259093292326,7.64410265731431,7.95666508490698,8.6511489770023,9.22128086213849,8.09903313242566,8.08336972904184,8.32572967507422,8.37195553012224,7.570606780843,7.63708514244951,7.91958097175076,7.35400615520469,8.28652746011151,8.18430363410109,7.77664054082395,7.71301545884781,9.3653457163609,9.30340600030634,9.5899926627221,9.42510398513758
CCNT1,9.15646293689336,9.02882078795737,8.71493931929847,8.68722756428633,8.36734740369203,8.52437877873428,9.0744944581093,8.82556133345121,9.08067050186171,9.27066846509119,9.41049877789459,9.1423752430786,8.7424320571849,8.99612574067478,8.58589656255393,8.69307154299294,8.94472920375505,8.82119369049257,8.96252132982638,9.0510136547902,9.00558529344685,8.97132844841422,8.33379653629624,8.0872147707066
CCNT2,7.68979829234975,7.96127301956184,7.63447876954837,7.55417488112399,8.34081758747965,8.23627096753991,7.3720434505354,7.55796169733154,7.76791364920363,8.1664452377481,7.83076812911967,7.55808052561441,8.03229221184246,8.24630385812586,8.26763269349112,8.26113896473373,7.8650758561483,7.82358923571565,7.56078020431849,7.53864382472259,7.81191765878929,7.84677495957444,7.61320667558116,7.40579489548493
CCNT2-AS1,2.04529183053913,2.38155909358086,1.58143389787087,1.73778582638841,2.42919628600851,2.50390235818282,2.41953051336918,2.1363226266,2.05627610821952,2.21006856412105,2.62530681164425,2.44436505466881,3.16351789033725,3.50857380148801,3.0271693264147,2.03620573016613,1.82702583322534,2.16462540392815,1.68866983553149,1.79148670288281,1.77963429702815,2.75577055334854,2.22456327814236,2.28083236687647
CCNY,9.96020648644699,10.1296259475973,9.98293936218626,9.8977231628668,9.70631332775225,9.77422337867263,10.9845179862243,11.1469099598763,9.34223758586987,9.2372354143258,10.3991703465747,10.521942625169,9.87184920494427,9.80009898762787,10.0221153290873,10.1591297353384,9.63424179665249,9.67749999703878,9.96851461825558,9.97621372879374,9.67393126121937,9.55110048528292,10.1528151553779,10.1516919558901
CCNYL1,8.17773838631249,7.758617101335,8.09572816482198,8.22853226157998,7.73484005252979,7.69287059052357,8.06926201449112,7.83605230269706,7.34008166229762,7.39370804483154,7.89760824799811,7.61142535569325,6.2391104345126,6.79832758225368,6.63358127625845,6.69765418641937,8.09509894797056,8.16592880452917,7.39725386692938,7.44484067910653,7.89657208943757,7.89147976112391,8.00302571710128,7.71719224703261
CCNYL2,1.28182043012936,1.17347595734097,4.78336751084293,4.28026440887812,1.38658320189029,1.36365983995763,6.44976093739003,6.39100567442626,0.928150503171972,1.03551419214215,1.5062972460392,1.69585187883009,1.10203891718573,1.06464372707261,1.64131105442247,1.60363953628223,1.14662031560795,1.15809372724522,1.32356874359768,1.10909898214529,1.31036870527136,1.43045955171605,3.25492334473563,3.58992116822392
CCP110,8.32012998544321,8.02018809713804,8.13219759349368,8.38539971284573,8.76324267832599,8.82441719576432,8.00642641986777,7.54627964290261,8.09628137978455,8.07965075982558,7.08370601479806,7.27978522109654,8.59678060031418,8.56571936476197,8.43441784728418,8.02280475709417,7.8181760785342,7.54225205818647,7.829840276161,7.82434345105108,6.55842323042962,7.37495909116214,6.90426038825296,7.21143866151669
CCPG1,8.8972283056946,8.90800351772537,8.81843440863408,8.94628414930041,9.14351335925622,9.04723825456075,9.50395685733207,9.56994160203848,9.4641973755464,9.77509441853011,8.46661398673211,8.37738930258673,9.00935736841998,9.2487330018642,8.87086430668248,8.73834138303355,8.48643273779214,8.49383713588112,9.04681074505466,9.22615235316333,9.36449664881482,9.30869815554551,9.03639720754236,8.90255036073959
CCR1,6.91852649876377,6.24117811605333,6.66143347217229,6.47716516440093,7.20052874796128,7.23022143333643,7.00585499407773,6.81720511234876,7.60292043615269,7.40833504523906,6.70225773041766,6.1971267151864,5.47397945535888,5.1898399418219,6.56723321799319,7.00378766320442,6.82657559953057,6.89598684375417,7.32380592288523,7.4355995456996,7.7408732419177,7.7030067057386,5.44804370228551,5.61655704732706
CCR10,3.3890467049558,3.38990987569045,2.3124193320749,2.935243643494,3.45305263468252,3.68538330923734,3.42189221248203,4.21599817151037,4.12446222276902,4.19806015930905,3.10531770268889,3.46938780267286,3.0748450376421,3.07806201291167,4.08680740117709,3.36378742388777,3.3335458076694,3.01613997958411,2.74877842598533,2.78945732678533,3.9358371791487,4.23660662087237,3.20914343227039,3.22162677759436
CCR2,5.2802646935519,5.49740976815335,3.88472460259584,4.2343457522526,5.35298530599399,5.10763891184066,6.50639137730788,6.33108335491812,7.17806300690144,7.281988992976,4.73445418529879,3.73645907455675,2.6128747848688,2.48412792948396,4.87650520307217,5.07662045818936,3.99622700700472,4.99688546147273,4.75876825059821,4.30259499569917,8.03475024333631,8.08145906530166,2.62179455293269,2.05196417271908
CCR3,1.58216822270182,1.59934766705723,1.51256828327159,1.92993286553433,1.63305038711866,1.66704289994776,1.67156262438531,1.72664287840716,1.64537768220176,1.51998968970625,1.53267577313327,1.6568665614095,1.38537907571768,1.28443017219151,1.35608208012638,1.40369969104195,1.62901978498933,1.52350429185087,1.31147125932889,1.59413181457188,1.63045711370384,1.79512536782987,1.42479279345194,1.52320774712773
CCR4,2.32075600974953,2.02580311870719,1.78790574169527,1.88768677479901,1.91974619081492,1.89047912166931,2.01460083238918,1.70051530343011,1.93474735867976,1.98147612125287,1.53263752609555,1.79323041904691,2.08852728222885,1.8039768842761,2.01019316581822,2.03737508317097,1.93413716946972,1.94838990744278,1.94152059393747,1.87979258638098,1.8959645593744,1.96864288774811,2.04820972994951,1.69585098711067
CCR5,5.27879598215323,5.00625815152491,4.93716473161111,5.08455872025971,6.00262107127618,5.9178024872305,4.93650038772527,4.79873261016523,6.84178691280456,6.42602783407887,3.8268625588297,3.90561620512626,4.31342592614442,4.00053704663513,5.71456928980583,5.17036832323677,5.10300937587682,4.80642693394807,5.47887081182201,5.38194006693086,5.49027176411779,5.77476623369494,2.54215334479583,3.16258218684589
CCR6,4.54994524656167,4.24889121402483,5.33331833604893,6.04180297505806,5.95307439024018,5.62284933107711,5.08481302289027,4.32299793979631,9.80203768775936,10.2517311507861,3.34908180778766,3.80510663230545,4.36207455274681,4.57727435570077,4.51199649373442,5.20866726257666,4.75757151962759,4.7194001036976,4.13550652189798,4.88422794246061,4.34941257169381,4.84392772882884,3.43282538881085,4.47060744244471
CCR7,2.2386319541764,3.72386884610304,3.03558639705453,3.39734034229984,3.65391887675311,3.7181756700043,4.93876684611119,4.25387778166323,4.84317724029829,4.85208675650549,2.66733232419837,2.39889693262054,2.51041039306199,2.64851006910944,4.14159172021142,3.17467745708482,2.54771939074182,2.89704900313123,2.84036309071842,2.80985858683859,4.20894859658355,3.29988964468091,2.71989518537547,2.82160140554617
CCR8,1.51832702115986,1.35798336093403,1.60073814646101,1.38178340213929,1.53544356060416,1.42852199113539,1.65843178933396,1.62828255366477,1.24835004611902,1.39683528975525,1.40802212231566,1.92310374993214,1.70738049280558,1.66359759689159,1.31080947484891,1.4188091145616,1.61525615474396,2.01919398857269,2.39474364679781,2.06753667703193,1.69858919289328,1.31536205745147,1.60073814646101,1.37170375891283
CCR9,1.20116086470522,1.07899437169588,1.4675421064773,1.12082569368017,1.69795174996376,1.1237075875334,1.51608820567349,1.06863699901265,1.45799702555807,1.43347331519813,1.18438124276553,1.1356232602103,1.37458197950156,1.15659968705727,1.43195413528762,1.60242855213519,1.24744791686107,1.62149801278189,1.20167630183897,1.47851298188747,1.54887516310117,1.37648240857781,1.21878421884977,1.47078095032151
CCRL2,6.2316182251211,6.20045967526232,5.56123041668156,4.8664248372544,6.23839846134153,6.09744568120168,3.50945976098951,5.3613139146333,6.90645963520512,6.33356045625238,5.65540387768757,4.88629712481164,4.40514620822709,4.44640487803893,5.308842682244,5.31919162256404,5.39251006694213,5.59750296557845,6.56313006300384,6.61160456762921,7.36036569322189,6.58698916996041,4.44345720079441,4.3069310654325
CCS,6.33118370332964,6.56348877256115,5.98921356356749,6.03653175433944,6.30277623033208,6.62698108555009,6.16561809631372,6.58581959702397,5.94210481412602,5.51177455288959,6.28687745818643,6.52188835702237,6.71459191049141,6.63217611134602,6.16100437242239,6.09871337606059,5.95644051569021,6.28852250876531,5.70428783907945,5.69920995317021,6.4342794871487,6.29251323463685,5.69507454961346,5.92525077208174
CCSAP,7.96671900084392,7.55108341309389,7.73333512197717,7.79845357697723,7.57644975869778,7.55487519394677,8.14830655545018,8.07038631775141,7.13951756939638,6.74364242223253,7.12105434105655,7.10404270788144,7.31941128541156,7.1066002682026,7.58774772773379,7.58409111103708,7.41933592914175,7.40072795949022,7.45032122352049,7.21152616804685,7.13628507801317,7.08246223952834,7.27847759693349,7.00064553288903
CCSER1,4.18443735510945,4.25301574346578,4.57344879277334,4.68821332082846,2.79912508470118,3.45203230042357,2.07608751610364,3.61059184859783,4.94815697013131,4.31145439507435,4.94540300499515,4.94247569803539,6.53886996839641,6.55950284431754,5.71726235536057,6.0883995981826,6.81812438369137,6.80896264654013,2.85046572884036,2.32207954134858,4.96221726195294,4.36416871745527,4.95158478232461,4.91222983102069
CCSER2,8.63063521348334,7.84125895809275,7.0716722933478,7.23317632480569,9.01035495707016,8.94656515021885,8.38161946918941,8.08478407111961,8.81593527196409,8.91747582827674,8.61662698011339,8.46384621460057,8.47943050755134,8.39694190102659,9.03612483641991,9.02677834935011,8.60254783097775,8.48606259061904,8.94416805658435,9.05565799499197,7.94727883821955,8.57390531058368,8.69855138458528,8.45771098338412
CCT2,10.7536753876817,10.7782279981446,10.5358133533857,10.4975231722865,10.9993088204164,11.1349913723091,10.5324880992498,10.8473114233734,9.98500523088012,9.74958778071004,10.8393203362762,10.8675994163969,10.6288147318987,10.4758079942385,10.2146011367164,10.3053644761416,10.4601952086816,10.6085658819797,11.1304585964012,11.0236735113815,10.0639106257946,10.0922462550932,10.1933887597149,10.2286643114407
CCT3,10.9581868653063,11.1503832848193,11.1540155910548,11.2746666773189,11.1629240114205,11.3204653177731,11.8269496367683,11.8025656647896,10.5906217514232,10.2421030991274,11.1994823045179,11.351249084872,11.2647262889893,11.0827787653701,10.7685163684794,10.7528986264613,11.0724800893042,11.2145051366975,11.59055792165,11.4613596687172,10.7015538716399,10.8767258958236,11.3957742272245,11.4538743057483
CCT4,10.2137062385798,10.4392926002149,10.3732440267591,10.4415349919708,10.4399471992211,10.6446771522932,10.8516034527579,11.1685670072465,9.80238727243221,9.65881944814074,11.1410664702904,11.1715628552753,10.1811638348162,10.2089738551835,10.1501405232501,10.0317096915469,10.0222395834087,10.0219476123344,10.8646383472686,10.7218575127763,9.84859016593801,9.81802730034805,11.3315368487583,11.2184280685697
CCT5,11.4663491685436,11.3339265775182,11.9793375029913,12.1696300353541,11.5329471054056,11.4995154640091,11.83977608951,11.9424553015464,11.1649078443401,10.8596094055172,11.8086084103421,11.8316023341908,11.1488430181588,10.8556305963038,10.7697907502343,11.1275290835729,11.5819535013844,11.6395645657201,11.962337843834,11.8803862082107,11.2016845720449,11.3361020219996,12.3167203293601,12.2993835175535
CCT6A,10.7518888676541,10.9354503923756,11.031020442539,11.1220636177664,10.5753045344084,10.7544622565971,10.970729059255,11.1328180667079,10.0357517039485,10.0180056948571,11.0989605049619,11.0347288501506,10.4661287420418,10.3215942241353,10.438740989722,10.3269832284066,10.5908361386457,10.6915162118511,11.0474758548834,10.9816383379223,10.6171188473879,10.4208002525767,10.9821107482391,10.9194098163659
CCT6B,6.77032811879391,7.17599864239427,5.47422539211093,5.1166430389271,5.94652439577726,5.94826031386957,5.15602227686179,5.6714839725366,4.95835390360511,5.22861496523817,6.48949533426907,6.27681469648037,6.5661792540075,6.87781918893123,6.63615018776461,6.45808635860912,4.20924245714957,4.92890410660204,5.54022550211953,5.20354420181372,5.53123870916348,5.46254132254112,5.89498656005059,5.98668603509548
CCT6P3,8.68145119471187,9.1368986315154,8.95710521813612,8.75448493399233,8.84765946797698,8.84273867174491,7.87221866071188,8.60968773889572,8.98472430235925,8.67473493635431,7.50519258272028,7.62798174020666,8.63406285987427,8.72768289766173,9.17692311257779,9.1378194921473,8.85045968400663,8.90608942653783,8.71009784024364,8.49479276032628,8.71597801315171,8.74582015141806,8.3649413804348,8.47932122158353
CCT7,9.62592693115503,9.7983161075932,9.53237986180875,9.45711493876717,9.21785463080902,9.58065793347641,9.73979298847491,10.2722324331083,8.88885613555567,8.4758925523282,9.92535294100422,9.91268524990754,9.39124801297667,9.31396072974769,8.92664085103476,9.35727568668568,9.2009585155678,9.52030137340583,10.0556130010262,9.9360464050366,9.49820345954512,9.11706124042727,10.4311362251075,10.6186936541588
CCT8,10.1652662440212,10.2675616528665,11.2981223757687,11.3217963624914,10.6257526366616,10.7128778905394,11.5020587869242,11.675113239783,10.6508980442551,10.651603667535,11.1465034317805,11.1852110924258,10.8836262307815,10.9011777164277,10.8338967672399,10.9424867933042,11.3147000558786,11.3156658135456,11.3546618368957,11.2085393008172,10.6093741409616,10.7631878337144,10.6716126662194,10.6258478099799
CCT8L2,1.94094384508756,1.60198950175434,1.2419185047031,1.38761415848936,1.4329964037161,1.68731497788083,1.73853614947272,1.6361720785453,1.59422182518208,1.71373505820132,1.62770924329498,1.270704070725,1.47536677613464,1.27184985728239,1.34028596561994,1.21865837945018,1.76983527742332,2.03188621517325,1.51896607455625,1.63579262914141,1.95986689468378,1.45119430351067,1.56080370716266,1.85768323258824
CCZ1,10.4457625821145,10.3075378271785,10.3868003876077,10.5281240118852,9.98024493766839,9.94653142264049,10.2979593600772,10.4645473316382,9.52175502009845,9.2929079767843,10.3561341783932,10.3802108573423,9.66243771080552,9.50281972353168,9.67505531650746,9.83245547612839,9.95294942038846,10.1350086166632,10.126068033718,9.98577857260102,10.10231497832,10.0385658504301,9.92776676446866,9.92559412429539
